Geneid	Length
SNORA80B	136
AC007249.2	2634
AC007249.1	3234
NOL10	119222
AC007314.1	15665
RN7SL832P	1756
AC092687.2	3180
ATP6V1C2	64011
RNU7-138P	64
AC092687.3	2184
PDIA6	54587
RNU7-176P	62
AC092687.1	7379
AC079587.1	277
LINC01954	6850
KCNF1	2289
AC062028.1	856
FLJ33534	27505
C2orf50	13738
PQLC3	23677
ROCK2	168570
RNU6-1081P	107
AC018463.1	917
PPIAP60	492
AC099344.1	8122
AC099344.2	2345
LINC00570	9097
AC099344.3	16513
E2F6	21803
GREB1	160448
RNA5SP84	107
MIR4429	73
RNU2-13P	113
RNA5SP85	119
AC011994.1	119
RN7SL674P	275
NTSR2	11987
AC110754.1	601
AC106875.2	2962
LPIN1	149815
AC106875.1	1869
AC012456.1	2604
AC012456.2	4305
MIR548S	82
MIR4262	54
MIR3681HG	729727
RF00093	140
MIR3681	72
RNU6-843P	104
AC096559.1	6159
AC009486.1	813
TRIB2	25846
MIR3125	78
AC064875.1	40230
AC093912.1	330731
AC073062.1	71496
LINC00276	690433
AC016730.1	35105
RNU6-1288P	104
AC011897.1	13765
FAM84A	18129
AC068286.1	21018
NBAS	394422
AC007738.1	348
AC008278.2	9699
DDX1	39934
AC008278.1	11801
LINC01804	53558
AC113608.2	9131
RNU5E-7P	117
AC113608.1	305
MYCNUT	15619
MYCNOS	21213
MYCN	6444
RN7SL104P	293
AC010145.1	65837
GACAT3	35375
AC130710.1	20620
AC174048.1	144
AC010745.1	1797
AC010745.2	109932
AC010745.3	1168
AC010745.5	7846
AC010745.4	3243
AC010880.1	78447
AC104623.1	32388
AC104623.2	4006
FAM49A	116873
AC008164.1	39432
AC008069.1	1465
LINC01866	4464
RN7SKP168	300
ZFYVE9P2	604
PSMC1P10	1327
RAD51AP2	7856
VSNL1	117893
SMC6	136431
GEN1	35084
MSGN1	606
KCNS3	483770
AC079148.1	819
RDH14	5958
NT5C1B-RDH14	34020
NT5C1B	26701
RNU6-1215P	102
AC106053.1	2946
LINC01376	361617
MIR4757	77
OSR1	7169
AC010096.1	10742
LINC01808	51099
AC019055.1	5862
CISD1P1	327
LINC00954	16188
TTC32	5344
AC013400.1	545
WDR35	79872
AC079145.1	13994
MATN3	20584
LAPTM4A	19379
AC098828.2	2363
AC098828.3	42974
AC098828.1	440
RN7SL140P	294
RNU6-961P	105
SDC1	24637
AC007041.1	1155
RNU7-113P	62
PUM2	103544
SLC7A15P	10203
RNA5SP86	98
RHOB	2372
AC023137.1	1906
AC012065.1	1741
AC012065.5	510
HS1BP3	90642
AC012065.3	439
HS1BP3-IT1	1774
AC012065.2	375
GDF7	12582
AC012065.4	679
LDAH	139117
AC012361.1	1891
AC115619.1	1605
APOB	42645
AC010872.1	675
TDRD15	19356
AC067959.1	379
AC018742.1	749785
AC011752.1	243654
NUTF2P8	1734
AC009411.2	29733
AC009411.1	11380
LINC01822	23190
RN7SL117P	296
AC096570.1	597838
AC068044.1	1978
AC099799.1	192
RNA5SP87	118
AC096570.2	104411
LINC01884	1810
RN7SKP27	333
AC018467.1	180932
AC012506.1	1381
AC012506.3	4211
AC012506.2	2861
AC012506.4	6071
KLHL29	323395
AC011239.1	17302
AC011239.2	1489
AC009242.1	18246
ATAD2B	178451
PGAM1P6	747
AC066692.1	457
UBXN2A	77625
SDHCP3	506
RN7SL610P	291
MFSD2B	53241
WDCP	20236
RNU6-370P	104
FKBP1B	13981
SF3B6	8860
FAM228B	93115
TP53I3	8429
PFN4	8107
AC008073.3	66071
AC008073.2	9122
FAM228A	25781
AC008073.1	1860
ITSN2	157851
AC009228.1	7136
RF00602	294
HMGN2P20	273
RPL36AP13	641
NCOA1	278789
RNA5SP88	109
RNU6-936P	107
PTRHD1	3649
CENPO	29241
ADCY3	100671
AC012073.1	1108
DNAJC27	28459
AC013267.1	267
RF00016	90
DNAJC27-AS1	68305
EFR3B	117008
RN7SL856P	298
SUCLA2P3	1789
POMC	8051
LINC01381	4890
DNMT3A	114736
MIR1301	82
AC012074.1	6710
DTNB	296450
AC104699.1	6527
ASXL2	144764
TPM3P7	732
PTGES3P2	482
AC064847.1	506
NDUFB4P4	243
KIF3C	56154
UQCRHP2	288
TRMT112P6	405
RAB10	103348
RNU6-942P	107
AC011742.3	820
AC011742.2	1002
SMARCE1P6	1528
AC011742.1	1114
PPIL1P1	499
GAREM2	16573
HADHA	54092
HADHB	47299
ADGRF3	38645
SELENOI	87345
DRC1	54796
OTOF	101496
C2orf70	16951
CIB4	60167
AC015977.2	3211
AC015977.1	292
KCNK3	40731
SLC35F6	16948
CENPA	36779
CDKN2AIPNLP2	352
DPYSL5	102605
AC013472.2	59500
MAPRE3	56585
AC013472.1	29837
TMEM214	8786
AGBL5	28259
AGBL5-AS1	582
AC013472.3	659
AGBL5-IT1	778
AC013403.2	480
OST4	1302
EMILIN1	7842
KHK	14026
CGREF1	20227
ABHD1	7024
PREB	3920
PRR30	2563
TCF23	7971
AC013403.1	667
SLC5A6	13372
ATRAID	5152
CAD	26554
SLC30A3	22134
DNAJC5G	6079
TRIM54	25048
UCN	1046
MPV17	16189
GTF3C2	31186
GTF3C2-AS1	7065
AC074117.1	11377
EIF2B4	6135
SNX17	7038
ZNF513	3560
PPM1G	28494
FTH1P3	584
NRBP1	14470
KRTCAP3	4116
IFT172	45419
AC074117.2	707
RNU6-986P	102
FNDC4	3363
GCKR	26843
C2orf16	45336
ZNF512	40247
AC074091.1	52129
CCDC121	3374
GPN1	23262
RF00340	259
SUPT7L	13029
SLC4A1AP	31506
LINC01460	9947
MRPL33	216371
RBKS	109735
BABAM2	448961
AC021171.2	1080
MIR4263	83
AC021171.1	706
AC093690.1	2769
RPL23AP34	410
FLJ31356	10264
FOSL2	24865
AC104695.3	296
AC104695.2	775
AC104695.1	2018
PLB1	186644
SNRPGP7	106
AC074011.1	31259
RNA5SP89	108
AC092164.1	27253
PPP1CB	51301
SPDYA	68095
AC097724.1	426
TRMT61B	20481
WDR43	53580
SNORD92	85
SNORD53	78
SNORD53B	78
TOGARAM2	104763
PCARE	13286
AC105398.1	683
CLIP4	91939
ALK	728793
RN7SL516P	297
AC106870.2	1984
AC106870.1	7603
AC016907.2	92739
AC016907.1	1180
YPEL5	13593
SNORA10B	133
AC104698.1	313
LBH	92362
LINC01936	5773
AC073255.1	177
LCLAT1	197000
AC132154.1	2134
CAPN13	97772
AC092569.1	258
AC009301.1	9762
GALNT14	244736
AC009305.1	4488
CAPN14	60803
RNA5SP90	99
EHD3	35111
AL121657.1	843
XDH	80395
SRD5A2	58588
AL133247.1	36523
AL133247.2	482
LINC01946	10158
KRT18P52	846
AK2P2	405
AL121652.1	448
MEMO1	146171
DPY30	172004
AL121655.1	308
SPAST	94091
AL121658.1	712
SLC30A6	58539
DDX50P1	2400
RNU6-647P	107
NLRC4	41402
YIPF4	38685
AL133245.1	1365
BIRC6	261872
BIRC6-AS1	1969
AL133243.2	1621
AL133243.3	3004
MIR558	94
AL133243.1	366
BIRC6-AS2	17546
AL133243.4	3109
TTC27	193020
MIR4765	77
LINC00486	101335
AL121656.1	1279
LTBP1	452538
AL133244.1	6781
AC019127.1	6797
RNA5SP91	119
RNA5SP92	110
MIR4430	49
RASGRP3	128427
AC020594.1	8501
FAM98A	15725
ATP6V0E1P3	246
HNRNPA1P61	924
LINC01320	1031346
MYADML	5487
SLC25A5P2	897
LINC01318	2325
AC008170.1	86205
AC073218.2	11317
AC073218.1	2144
AC012593.1	385840
RN7SL602P	324
AC019064.1	1888
AC013442.1	228
MIR548AD	82
RNU6-1117P	104
AC083939.1	126
MRPL50P1	384
AC009414.1	443
AC009414.2	366
CRIM1	195210
AC007378.1	478
FEZ2	114283
AC007363.1	620
VIT	118103
AC007382.1	2618
STRN	122833
RNU6-577P	98
HEATR5B	115960
GPATCH11	14794
EIF2AK2	57856
AC007899.1	775
SULT6B1	28779
AC007390.1	356
CEBPZOS	19706
CEBPZ	30102
AC007390.2	3803
NDUFAF7	21773
PRKD3	74307
AC007391.1	1458
RNU6-939P	107
AC007391.2	3840
QPCT	30496
RNU6-1116P	99
AC006369.1	46563
CDC42EP3	96587
AC006369.2	2714
AC010878.1	1047
LINC00211	50028
RMDN2	143956
RMDN2-AS1	117131
CYP1B1	42930
CYP1B1-AS1	158205
AC009229.4	1947
AC009229.2	6310
RNU6-951P	107
AC009229.3	282
AC009229.1	36228
RPL7P12	750
GAPDHP25	1001
ATL2	82406
AC011247.1	109022
LINC01883	2280
RPLP0P6	954
AC011247.3	992
HNRNPLL	41609
AC011247.2	581
GALM	75328
AC074366.1	3220
SRSF7	7896
GEMIN6	33467
TTC39DP	1688
AC018693.2	860
DHX57	78206
ASS1P2	1223
AC018693.1	1414
MORN2	53111
RNU6-851P	107
ARHGEF33	85609
RN7SL96P	283
AC019171.1	1056
SOS1	142950
SOS1-IT1	1579
RNU6-198P	104
HSPE1P13	297
CDKL4	53943
MAP4K3	188047
AC007684.1	477
AC007388.1	228707
TMEM178A	52982
THUMPD2	43208
SLC8A1-AS1	468757
AC007253.1	889
SLC8A1	513784
AC007317.1	88320
LINC01794	20966
HNRNPA1P57	13776
LDHAP3	1008
AC009413.1	399
RNU4-63P	118
LINC01913	17284
LINC01914	2125
C2orf91	21439
AC013480.1	9678
PKDCC	10509
AC083949.1	27064
EML4	163199
COX7A2L	91543
RF00612	118
KCNG3	52081
VDAC1P13	859
AC025750.2	450
MTA3	262379
AC025750.1	677
AC074375.1	192
RNU6-137P	108
OXER1	1781
HAAO	25505
FTOP1	1488
AC098824.1	1296
AC016735.1	4706
LINC01819	11695
LINC02590	2590
RNU6-242P	107
LINC02580	4946
ZFP36L2	4208
LINC01126	1646
AC010883.1	3822
THADA	365211
RNU6-958P	106
RN7SL531P	282
PLEKHH2	130715
C1GALT1C1L	1172
AC011242.1	1158
RN7SKP66	231
DYNC2LI1	35972
ABCG5	26394
ABCG8	51046
LRPPRC	109498
RNU6-1048P	107
RN7SL455P	282
AC019129.1	261
RNU6-566P	107
PDSS1P2	678
AC019129.2	1235
PPM1B	76416
AC013717.1	151460
RPL12P19	486
SLC3A1	46037
PREPL	45582
CAMKMT	410643
LINC01833	18123
AC012354.3	483
RF02246	87
RF02247	217
RF02248	75
RF02249	324
RF02250	271
RF02251	196
RF02252	201
SIX3-AS1	1720
SIX3	4180
AC012354.1	14099
AC012354.2	461
SIX2	4270
AC093702.1	455
LINC01121	158570
AC093833.1	832
SRBD1	223486
RN7SL414P	294
PRKCE	536646
U51244.1	776
AC017078.1	368
AC017006.2	814
AC017006.1	1190
AC016696.1	318
EPAS1	93037
LINC01820	1871
LINC02583	12644
AC016912.1	55230
RN7SL817P	288
TMEM247	4861
ATP6V1E2	51808
AC018682.2	1548
RHOQ	41316
AC018682.1	11983
PIGF	36183
CRIPT	9327
AC020604.1	1909
LINC01118	123865
SOCS5	81294
LINC01119	42311
AC016722.1	1477
AC016722.2	9404
MCFD2	39986
TTC7A	159981
AC093732.2	274
AC093732.1	5246
STPG4	109841
AC073283.3	110571
AC073283.1	3383
CALM2	16520
AC106869.1	152670
AC073283.2	13432
BCYRN1	200
EPCAM	42444
RN7SKP119	273
MIR559	96
MSH2	260178
KCNK12	54359
HCG2040054	8192
AC079250.1	531
MSH6	114572
AC006509.2	512
AC006509.1	634
FBXO11	116478
RPL36AP15	266
RPS27AP7	455
AC079807.1	2133
PPIAP62	481
AC092650.1	299288
AC092650.2	902
RN7SKP224	325
FOXN2	64658
RNU4-49P	140
AC093635.1	555
PPP1R21	74794
RNU6-282P	103
STON1	69131
STON1-GTF2A1L	246593
GTF2A1L	115351
AC073082.1	123434
TPT1P11	498
LHCGR	68956
ELOBP3	294
AC009975.1	609674
CTBP2P5	1264
FSHR	192381
MIR548BA	56
AC009975.2	249771
RNU6-439P	106
AC009971.1	31725
RPL7P13	741
RF00072	775
NRXN1	1307071
AC068725.1	20956
MTCO1P42	726
AC009234.1	12031
MIR8485	91
AC007560.1	237
AC007402.1	1375317
KNOP1P3	426
CRYGGP	145
AC097463.2	142
AC097463.1	481
ZNF863P	5843
LINC01867	16895
AC139712.2	339
AC139712.3	6065
AC139712.1	1875
FTH1P6	336
MIR4431	94
AC010967.1	187344
AC010967.2	2397
AC010967.3	213
AC069157.1	137
ASB3	254939
RNU6-997P	107
GPR75-ASB3	189868
CHAC2	7405
ERLEC1	31776
MIR3682	84
GPR75	7077
PSME4	106774
ACYP2	334463
AC008280.1	1131
HMGB1P31	427
AC008280.2	307
AC008280.3	2513
RNU7-172P	64
TSPYL6	3089
C2orf73	53709
SPTBN1	215161
AC092839.1	24650
RPL23AP32	459
AC092839.2	1310
AC093110.1	19035
EML6	248527
AC104781.1	1302
AC104781.2	33049
RNU7-81P	64
RTN4	140435
RNU6-433P	104
CLHC1	57773
AC012358.1	1740
AC012358.2	1629
RPS27A	3951
MTIF2	32753
PRORSD1P	2204
AC012358.3	63700
CCDC88A	132054
BTF3P5	467
RNU6-775P	96
RNU6-221P	99
RNU6-634P	106
CFAP36	26276
PPP4R3B	71589
RF00586	304
AC015982.1	465
PNPT1	59646
EFEMP1	58173
RN7SKP208	361
AC011306.1	229495
MIR217HG	84136
MIR217	110
MIR216A	110
MIR216B	82
LINC01813	12966
AC007744.1	238542
AC007743.1	12237
CCDC85A	202051
RNA5SP93	114
PPIAP63	264
AC010738.1	987
AC132153.1	90485
AC068276.1	1146
RF00592	134
ACTG1P22	10625
VRK2	252292
FANCL	82130
AC007250.1	338
EIF3FP3	1086
LINC01795	20672
LINC01122	635968
AC007238.1	1741
AC007092.1	263335
LINC01793	61693
AC007100.1	881521
AC007179.2	494683
AC007179.1	7710
AC007179.3	235
RNU6-508P	103
RNA5SP94	108
AC007132.1	13508
MIR4432HG	103383
RNU1-32P	159
MIR4432	84
BCL11A	104635
AC009970.1	4279
RN7SL361P	298
AC012498.2	372
AC012498.1	437
RNU6-612P	102
ATP1B3P1	821
PAPOLG	45856
LINC01185	56183
RN7SL632P	266
RPL21P33	484
REL	50090
RNU4-51P	140
AC010733.2	5702
NONOP2	1231
AC010733.1	401
PUS10	78038
RNA5SP95	137
PEX13	34766
KIAA1841	72164
AC016747.4	49039
AC016747.1	3378
C2orf74	19762
AC016747.2	10673
AHSA2P	13786
USP34	283307
AC016747.3	791
AC018889.1	842
AC016894.1	311
SNORA70B	135
AC016727.1	12943
XPO1	60778
AC016727.3	1821
AC016727.2	621
RPS29P10	166
RNU6-1145P	107
AC108039.1	903
RPS24P7	246
AC108039.2	359
FAM161A	29290
AC107081.1	361
AC107081.3	2162
CCT4	20716
AC107081.2	17651
COMMD1	258524
AC018462.1	77435
RPSAP26	741
AC018462.2	2302
B3GNT2	28619
MIR5192	92
RN7SL51P	285
AC093159.2	1792
AC093159.1	944
RN7SL18P	291
TMEM17	11674
AC107083.1	279
AC092155.2	477
PSAT1P2	972
RSL24D1P2	366
AC092155.1	72400
EHBP1	372637
AC092567.1	32375
AC007098.2	367
AC007098.1	91315
OTX1	7780
AC009501.2	4315
AC009501.1	312
DBIL5P2	1692
WDPCP	706461
AC074367.1	1125
AC016734.2	1377
MDH1	18589
AC016734.1	654
RPS4XP5	1584
AC096664.2	406
AC096664.1	778
HNRNPA1P66	934
UGP2	50623
RF01293	299
VPS54	126927
AC012368.2	1894
PELI1	51803
AC012368.1	109621
LINC00309	20408
AC012368.3	219
AC114752.1	1646
AC114752.2	3581
MIR4433B	102
MIR4433A	81
RPL23AP37	549
LGALSL-DT	58678
AC008074.1	429
LGALSL	7413
LINC01805	14552
AC008074.2	1907
AFTPH	68701
MIR4434	53
RNU6-100P	106
LINC02579	9508
SERTAD2	119385
AC007365.1	2087
AC007365.2	458
RN7SL341P	298
LINC01800	17497
LINC02245	3298
RN7SL211P	276
AC007386.1	582
SLC1A4	35389
RNU6-548P	115
LINC02576	22291
CEP68	30639
RAB1A	59636
RF00090	713
AC007318.2	24104
AC007318.1	881
ACTR2	43501
SPRED2	121787
AC012370.1	6986
AC007389.1	647929
AC012370.2	16684
AC007389.4	1146
AC007389.2	306
RN7SL635P	296
VTRNA2-2P	103
AC007389.3	50612
AC007389.5	5153
KRT18P33	1043
AC007741.1	3495
AC118345.1	837
AC092669.1	1636
MIR4778	80
LINC01873	9145
MEIS1-AS3	6736
MEIS1	140418
MEIS1-AS2	2749
LINC01798	156128
LINC01797	6103
AC009474.1	1887
AC009474.2	136
LINC01799	67027
LINC01628	948
AC007403.1	1421
LINC01828	224994
LINC01829	91963
AC023115.1	678
ETAA1	14771
AC007422.1	11978
AC007422.2	118474
LINC01812	29509
AC079112.1	1073
C1D	69819
AC017083.4	175
WDR92	34625
PPIAP64	483
AC017083.3	129993
PNO1	18395
PPP3R1	77381
AC017083.2	700
AC017083.1	979
CNRIP1	35881
AC015969.1	4371
PLEK	32281
AC127383.1	3465
FBXO48	7840
APLF	188302
AC130709.1	1212
PROKR1	14659
ARHGAP25	147233
LINC01888	5681
LINC01890	4377
BMP10	6037
GKN3P	5587
GKN2	7739
GKN1	6402
ANTXR1	236150
MIR3126	74
RNA5SP96	107
RNU6-1216P	107
AC112230.1	547
GFPT1	67486
NFU1	41879
AAK1	216353
RN7SL604P	296
SNORA36C	132
AC092431.2	318
B3GALNT1P1	1599
ANXA4	182676
AC092431.1	13656
GMCL1	51755
AC019206.1	425
RPL23AP92	255
SNRNP27	12016
MXD1	45258
ASPRV1	2177
PCBP1-AS1	140958
RN7SL470P	259
PCBP1	1750
AC016700.3	6380
AC016700.1	312
LINC01816	1282
C2orf42	98736
TIA1	39217
MIR1285-2	88
AC016700.2	156
PCYOX1	23806
SNRPG	12410
FAM136A	6116
AC022201.2	622
BRD7P6	2906
AC022201.1	19745
TGFA	106914
TGFA-IT1	1111
ADD2	160608
AC005234.1	4683
FIGLA	13334
HMGN2P21	270
CLEC4F	11958
AC007395.1	677
CD207	5609
LINC01143	2089
RF02272	197
VAX2	64784
ATP6V1B1	29564
AC007040.2	56019
ATP6V1B1-AS1	6794
ELOCP21	336
RN7SL160P	284
ANKRD53	7120
TEX261	9008
AC007040.1	8245
AC007881.2	62213
OR7E91P	5767
OR7E46P	1019
OR7E62P	477
NAGK	15462
AC007881.3	607
MCEE	20556
MPHOSPH10	19788
AC007881.1	187
PAIP2B	44345
ZNF638	158509
AC007878.1	2383
RNU6-105P	104
DYSF	233047
RPS20P10	253
CYP26B1	18801
EXOC6B	650058
AC006461.1	326
RNU2-39P	198
SPR	4799
EMX1	19812
AC012366.1	1382
SFXN5	133584
RAB11FIP5	83340
AC010913.1	2890
NOTO	10256
SMYD5	13016
PRADC1	5233
CCT7	19602
FBXO41	29750
EGR4	2777
RNU6-111P	105
AC074008.2	33068
RPSAP28	874
ALMS1	225036
ALMS1-IT1	2719
AC074008.1	1506
NAT8	1562
ALMS1P1	40658
NAT8B	765
TPRKB	8297
AC092653.1	531
AC092653.2	513
DUSP11	17974
C2orf78	32959
STAMBP	44744
AC073046.2	1297
ACTG2	27552
DGUOK	32136
DGUOK-AS1	33800
RNA5SP97	84
AC073046.1	1212
TET3	121773
AC110801.1	212
FNBP1P1	2539
AC073263.1	4813
BOLA3	12597
BOLA3-AS1	2053
MOB1A	26371
AC073263.3	858
AC073263.2	1863
MTHFD2	19004
AC006030.1	151774
SLC4A5	127173
KRT18P26	1281
RNU6-542P	103
NECAP1P2	941
TAF13P2	286
DCTN1	30934
DCTN1-AS1	8397
AC005041.1	27827
AC005041.2	5807
C2orf81	7416
HMGA1P8	321
WDR54	4078
RTKN	16587
INO80B	2938
INO80B-WBP1	5797
WBP1	2563
MOGS	4354
MRPL53	1365
CCDC142	11423
TTC31	11814
LBX2	5800
AC005041.3	649
LBX2-AS1	2084
PCGF1	3538
TLX2	3685
DQX1	8206
AUP1	3295
HTRA2	3972
LOXL3	23277
DOK1	8529
M1AP	90456
AC005033.1	2124
TVP23BP2	615
SEMA4F	29626
AC007387.1	150
AC019069.1	1333
HK2	59379
LINC01291	20271
AC104135.1	5292
LINC01293	2413
POLE4	11637
TACR1	153238
MIR5000	103
AC007681.1	35584
GAPDHP57	585
EVA1A	100421
AC007099.2	8127
RF01233	808
AC007099.1	18639
AC005034.1	489
MRPL19	44069
SUPT4H1P1	340
GCFC2	58990
AC005034.3	1747
AC005034.5	466
AC005034.2	414
AC005034.4	899
SUCLA2P2	1309
AC073091.1	864
AC073091.2	907
RN7SKP203	332
RN7SKP164	266
LRRTM4	845601
RNA5SP98	137
AC079117.1	23827
AC084149.1	2256
AC084149.2	1578
AC105399.1	4706
LINC01851	2078
AC012494.1	39077
CYCSP6	302
AC064872.1	1072
AC092660.1	1496
RNU6-827P	106
RNU6-812P	107
REG3G	2820
REG1B	2990
REG1A	3058
REG1CP	2925
REG3A	2751
AC011754.1	27150
CTNNA2	1463631
AC010975.1	7129
AC010975.3	978
AC010975.2	1830
RNU6-561P	102
MIR4264	66
MIR8080	89
AC016716.2	2540
AC016716.1	708
LRRTM1	16399
AC008067.1	46097
AC012355.1	170803
AC105342.1	6848
AC012075.1	580
LINC01815	6111
RNA5SP99	114
AC013262.1	252
RN7SL201P	296
AC079896.1	22429
LYARP1	1501
RNU6-685P	95
AC010105.1	59584
AC109638.1	326
MTND4P25	533
MTND5P27	1720
MTND6P7	524
MTCYBP7	1134
DHFRP3	559
AC138623.1	216
LINC01809	689
RPL37P10	288
RNU6-1312P	108
AC016908.1	1219
ST6GALNAC2P1	836
FUNDC2P2	1520
AC106874.1	35667
SUCLG1	36523
DNAH6	303135
DUXAP1	463
LDHAP7	965
TRABD2A	85359
AC010087.1	438
RPL12P18	325
TMSB10	1051
AC022210.1	793
KCMF1	88380
LINC01964	3240
AC078974.1	223
LSM3P3	306
TCF7L1	176979
TCF7L1-IT1	845
RNU6-674P	107
AC093162.1	124
AC093162.2	1489
TGOLN2	10406
PEBP1P2	558
RETSAT	12533
ELMOD3	37359
AC062037.1	128
RN7SL113P	299
AC062037.2	73
CAPG	23685
SH2D6	18309
RN7SL251P	297
RPSAP22	851
MAT2A	6116
GGCX	16825
VAMP8	20470
RN7SL126P	299
VAMP5	9005
RNF181	1889
TMEM150A	4649
USP39	46427
C2orf68	5413
SFTPB	11428
GNLY	13680
AC012454.1	995
RNU1-38P	144
ATOH8	36723
MIR6071	78
AC105053.1	10262
RN7SKP83	178
ST3GAL5	68080
ST3GAL5-AS1	1701
AC012511.1	449
POLR1A	85940
PTCD3	35976
SNORD94	137
IMMT	51839
MIR4779	83
AC009309.1	460
MRPL35	14440
REEP1	124091
RF00413	373
KDM3A	52070
CHMP3	60049
RNF103-CHMP3	215455
RNU6-640P	105
AC015971.1	56697
RNF103	20474
RMND5A	57869
CD8A	23787
CD8B	46586
ANAPC1P1	51154
AC111200.1	657
RGPD1	106024
AC111200.2	505
NDUFB4P5	361
PLGLB1	19294
AC125232.2	45755
AC125232.1	21178
AC092651.2	20403
AC092651.1	2447
AC083899.1	71432
MIR4771-1	74
AC083899.2	1376
LINC01955	4656
AC083899.3	594
IGKV3OR2-268	525
AC068279.1	888
LINC01943	19522
CYTOR	181960
AC133644.3	311884
AC133644.2	540
AC133644.1	937
MIR4435-1	80
AC133965.1	354
AC093616.1	37122
PLGLB2	10707
RGPD2	69998
MTATP8P2	202
NDUFB4P7	363
AC108479.1	427
AC108479.2	12145
RNU2-63P	194
KRCC1	28525
SMYD1	45608
MIR4780	81
FABP1	5135
THNSL2	16342
MRPL45P1	914
RNU6-1168P	104
RNU6-1007P	107
AC012671.1	538
FOXI3	5870
TEX37	4934
AC104134.1	36891
EIF2AK3	70836
AC062029.1	4283
RPIA	59292
ANKRD36BP2	40806
AC244205.2	14022
AC244205.1	50378
MIR4436A	85
IGKC	523
IGKJ5	38
IGKJ4	37
IGKJ3	38
IGKJ2	39
IGKJ1	38
IGKV4-1	757
IGKV5-2	553
IGKV7-3	298
PGBD4P5	426
IGKV2-4	715
IGKV1-5	657
IGKV1-6	506
IGKV3-7	614
IGKV1-8	523
IGKV1-9	534
IGKV2-10	695
IGKV3-11	561
IGKV1-12	522
IGKV1-13	472
IGKV2-14	775
IGKV3-15	611
IGKV1-16	503
IGKV1-17	503
IGKV2-18	760
IGKV2-19	283
IGKV3-20	587
IGKV6-21	616
IGKV1-22	438
IGKV2-23	532
IGKV2-24	833
IGKV3-25	253
IGKV2-26	734
AC244255.1	398
IGKV1-27	506
IGKV2-28	764
IGKV2-29	739
IGKV2-30	816
IGKV3-31	526
IGKV1-32	445
IGKV1-33	2013
IGKV3-34	490
IGKV1-35	285
IGKV2-36	223
IGKV1-37	522
IGKV2-38	247
IGKV1-39	522
IGKV2-40	320
AC006453.4	13922
AC006453.2	42811
RF00001	303
AC006453.1	18423
AC006453.3	377
AC006453.5	17172
IGKV2D-40	707
IGKV1D-39	500
IGKV2D-38	240
IGKV1D-37	477
IGKV2D-36	226
IGKV1D-35	271
IGKV3D-34	490
IGKV1D-33	2071
IGKV1D-32	446
IGKV3D-31	502
IGKV2D-30	821
IGKV2D-29	768
IGKV2D-28	776
IGKV1D-27	469
IGKV2D-26	781
IGKV3D-25	235
IGKV2D-24	833
IGKV2D-23	526
IGKV1D-22	444
IGKV6D-21	619
IGKV3D-20	632
IGKV2D-19	262
IGKV2D-18	792
IGKV6D-41	577
IGKV1D-17	657
IGKV1D-16	503
IGKV3D-15	565
IGKV2D-14	779
IGKV1D-13	502
IGKV1D-12	496
IGKV3D-11	613
IGKV2D-10	699
IGKV1D-42	489
IGKV1D-43	657
IGKV1D-8	658
IGKV3D-7	559
AC233263.2	104
IGKV1OR2-118	471
AC233263.1	224
AC233263.6	1963
AC233266.1	96
AC233266.2	528
AC116050.1	31928
LSP1P4	42813
RNA5SP100	110
DRD5P1	1438
AC027612.2	28644
AC027612.4	583
AC027612.1	30714
AC027612.3	1047
GGT8P	5226
IGKV1OR2-1	478
ABCD1P5	3202
AC127391.1	98
PABPC1P6	2227
SLC9B1P2	48639
ACTR3BP2	1373
CHEK2P3	6175
AC128677.1	442
IGKV1OR2-2	479
AL845331.3	11208
AL845331.2	16052
CNN2P11	262
AL845331.1	1190
CNN2P8	913
AC073464.2	712
CYP4F32P	1021
AC073464.1	343
SNX18P14	574
ANKRD20A8P	66180
RNU6-1320P	107
AC097374.2	1306
AC097374.1	79856
TEKT4	5397
MTCO1P48	1096
MTCO3P45	613
RPS24P6	400
AC103563.3	433
AC103563.4	457
AC103563.5	364
AC103563.1	214
AC103563.6	295
AC103563.8	2483
RN7SL575P	299
AC103563.7	1517
MAL	28320
AC103563.2	1782
MRPS5	62228
ZNF514	18084
ZNF2	18886
SLC2AXP1	909
AC092835.1	52240
PROM2	16856
KCNIP3	88780
FABP7P2	379
FAHD2A	13896
AC009238.3	841
AC009238.2	355
AC009238.1	424
UBTFL5	1191
AC133104.2	193
AC133104.1	916
TRIM43B	7765
AC009237.11	265
AC009237.1	2148
AC009237.10	510
AC009237.2	2269
TRIM64FP	5281
AC009237.14	1594
AC009237.3	7061
AC009237.8	379
AC009237.15	501
AC009237.5	501
OR7E102P	1015
TRIM51JP	5869
AC009237.16	1105
AC009237.4	238
TRIM43	7761
AC009237.7	229
AC009237.13	9520
AC009237.12	742
UBTFL3	1024
AC009237.17	2257
AC009237.6	424
AC009237.9	347
AC008268.1	2632
GPAT2P1	10513
LINC00342	9098
ANKRD36C	154913
RN7SL210P	288
FAHD2CP	12830
GPAT2	17506
ADRA2B	3371
ASTL	14587
DUSP2	2275
AC012307.1	1411
STARD7	23967
STARD7-AS1	34206
TMEM127	17479
CIAO1	7218
SNRNP200	31180
AC021188.1	14469
ITPRIPL1	5187
NCAPH	38059
NEURL3	10467
AC013270.1	4367
ARID5A	15896
KANSL3	49618
FER1L5	62151
LMAN2L	34136
CNNM4	50990
MIR3127	76
