Geneid,chr,length
AC016734.2,chr2,1377
MDH1,chr2,4990
AC016734.1,chr2,654
RPS4XP5,chr2,1584
AC096664.2,chr2,406
AC096664.1,chr2,778
HNRNPA1P66,chr2,934
UGP2,chr2,6501
RF01293,chr2,299
VPS54,chr2,5091
AC012368.2,chr2,560
PELI1,chr2,4125
AC012368.1,chr2,2453
LINC00309,chr2,3878
AC012368.3,chr2,219
AC114752.1,chr2,289
AC114752.2,chr2,404
MIR4433B,chr2,102
MIR4433A,chr2,81
RPL23AP37,chr2,549
LGALSL-DT,chr2,895
AC008074.1,chr2,429
LGALSL,chr2,4003
LINC01805,chr2,572
AC008074.2,chr2,1907
AFTPH,chr2,5767
MIR4434,chr2,53
RNU6-100P,chr2,106
LINC02579,chr2,1929
SERTAD2,chr2,6274
AC007365.1,chr2,627
AC007365.2,chr2,458
RN7SL341P,chr2,298
LINC01800,chr2,1977
LINC02245,chr2,2928
RN7SL211P,chr2,276
AC007386.1,chr2,582
SLC1A4,chr2,6939
RNU6-548P,chr2,115
LINC02576,chr2,1133
CEP68,chr2,8623
RAB1A,chr2,3312
RF00090,chr2,713
AC007318.2,chr2,2124
AC007318.1,chr2,881
ACTR2,chr2,4347
SPRED2,chr2,5154
AC012370.1,chr2,530
AC007389.1,chr2,3761
AC012370.2,chr2,2522
AC007389.4,chr2,793
AC007389.2,chr2,306
RN7SL635P,chr2,296
VTRNA2-2P,chr2,103
AC007389.3,chr2,1656
AC007389.5,chr2,744
KRT18P33,chr2,1043
AC007741.1,chr2,3495
AC118345.1,chr2,366
AC092669.1,chr2,1228
MIR4778,chr2,80
LINC01873,chr2,1679
MEIS1-AS3,chr2,707
MEIS1,chr2,10934
MEIS1-AS2,chr2,1029
LINC01798,chr2,1607
LINC01797,chr2,765
AC009474.1,chr2,1565
AC009474.2,chr2,136
LINC01799,chr2,824
LINC01628,chr2,397
AC007403.1,chr2,567
LINC01828,chr2,6480
LINC01829,chr2,2788
AC023115.1,chr2,574
ETAA1,chr2,7480
AC007422.1,chr2,1008
AC007422.2,chr2,167
LINC01812,chr2,725
AC079112.1,chr2,939
C1D,chr2,3581
AC017083.4,chr2,175
WDR92,chr2,4079
PPIAP64,chr2,483
AC017083.3,chr2,2306
PNO1,chr2,2674
PPP3R1,chr2,3363
AC017083.2,chr2,700
AC017083.1,chr2,979
CNRIP1,chr2,3548
AC015969.1,chr2,1416
PLEK,chr2,3314
AC127383.1,chr2,1800
FBXO48,chr2,5666
APLF,chr2,7135
AC130709.1,chr2,1212
PROKR1,chr2,4273
ARHGAP25,chr2,5452
LINC01888,chr2,683
LINC01890,chr2,1017
BMP10,chr2,1584
GKN3P,chr2,546
GKN2,chr2,1653
GKN1,chr2,1149
ANTXR1,chr2,8185
MIR3126,chr2,74
RNA5SP96,chr2,107
RNU6-1216P,chr2,107
AC112230.1,chr2,547
GFPT1,chr2,8866
NFU1,chr2,2197
AAK1,chr2,23608
RN7SL604P,chr2,296
SNORA36C,chr2,132
AC092431.2,chr2,318
B3GALNT1P1,chr2,975
ANXA4,chr2,11048
AC092431.1,chr2,420
GMCL1,chr2,4922
AC019206.1,chr2,425
RPL23AP92,chr2,255
SNRNP27,chr2,2275
MXD1,chr2,6351
ASPRV1,chr2,2177
PCBP1-AS1,chr2,19619
RN7SL470P,chr2,259
PCBP1,chr2,1750
AC016700.3,chr2,448
AC016700.1,chr2,312
LINC01816,chr2,662
C2orf42,chr2,3630
TIA1,chr2,6607
MIR1285-2,chr2,88
AC016700.2,chr2,156
PCYOX1,chr2,5870
SNRPG,chr2,1795
FAM136A,chr2,3086
AC022201.2,chr2,287
BRD7P6,chr2,1860
AC022201.1,chr2,577
TGFA,chr2,4963
TGFA-IT1,chr2,436
ADD2,chr2,12673
AC005234.1,chr2,434
FIGLA,chr2,722
HMGN2P21,chr2,270
CLEC4F,chr2,2475
AC007395.1,chr2,677
CD207,chr2,1869
LINC01143,chr2,625
RF02272,chr2,197
VAX2,chr2,2961
ATP6V1B1,chr2,2688
AC007040.2,chr2,4451
ATP6V1B1-AS1,chr2,1139
ELOCP21,chr2,336
RN7SL160P,chr2,284
ANKRD53,chr2,2526
TEX261,chr2,4260
AC007040.1,chr2,477
AC007881.2,chr2,570
OR7E91P,chr2,1198
OR7E46P,chr2,1019
OR7E62P,chr2,477
NAGK,chr2,8894
AC007881.3,chr2,607
MCEE,chr2,1624
MPHOSPH10,chr2,4673
AC007881.1,chr2,187
PAIP2B,chr2,6279
ZNF638,chr2,12474
AC007878.1,chr2,1615
RNU6-105P,chr2,104
DYSF,chr2,8386
RPS20P10,chr2,253
CYP26B1,chr2,5015
EXOC6B,chr2,10197
AC006461.1,chr2,326
RNU2-39P,chr2,198
SPR,chr2,1480
EMX1,chr2,5516
AC012366.1,chr2,473
SFXN5,chr2,11087
RAB11FIP5,chr2,7058
AC010913.1,chr2,2890
NOTO,chr2,2749
SMYD5,chr2,3380
PRADC1,chr2,1407
CCT7,chr2,3591
FBXO41,chr2,8011
EGR4,chr2,2377
RNU6-111P,chr2,105
AC074008.2,chr2,481
RPSAP28,chr2,874
ALMS1,chr2,14054
ALMS1-IT1,chr2,2105
AC074008.1,chr2,1506
NAT8,chr2,947
ALMS1P1,chr2,1654
NAT8B,chr2,765
TPRKB,chr2,2047
AC092653.1,chr2,531
AC092653.2,chr2,513
DUSP11,chr2,3544
C2orf78,chr2,3045
STAMBP,chr2,7698
AC073046.2,chr2,527
ACTG2,chr2,3811
DGUOK,chr2,1455
DGUOK-AS1,chr2,865
RNA5SP97,chr2,84
AC073046.1,chr2,390
TET3,chr2,12271
AC110801.1,chr2,212
FNBP1P1,chr2,1994
AC073263.1,chr2,1264
BOLA3,chr2,3156
BOLA3-AS1,chr2,1834
MOB1A,chr2,6440
AC073263.3,chr2,858
AC073263.2,chr2,1863
MTHFD2,chr2,4870
AC006030.1,chr2,5059
SLC4A5,chr2,8025
KRT18P26,chr2,1281
RNU6-542P,chr2,103
NECAP1P2,chr2,727
TAF13P2,chr2,286
DCTN1,chr2,10439
DCTN1-AS1,chr2,3174
AC005041.1,chr2,7033
AC005041.2,chr2,982
C2orf81,chr2,2995
HMGA1P8,chr2,321
WDR54,chr2,2860
RTKN,chr2,5190
INO80B,chr2,1522
INO80B-WBP1,chr2,2040
WBP1,chr2,2438
MOGS,chr2,3584
MRPL53,chr2,1344
CCDC142,chr2,4897
TTC31,chr2,5094
LBX2,chr2,2389
AC005041.3,chr2,649
LBX2-AS1,chr2,2084
PCGF1,chr2,2629
TLX2,chr2,2775
DQX1,chr2,2940
AUP1,chr2,2634
HTRA2,chr2,3001
LOXL3,chr2,4363
DOK1,chr2,3049
M1AP,chr2,3000
AC005033.1,chr2,813
TVP23BP2,chr2,615
SEMA4F,chr2,6227
AC007387.1,chr2,150
AC019069.1,chr2,1333
HK2,chr2,6064
LINC01291,chr2,4176
AC104135.1,chr2,763
LINC01293,chr2,1266
POLE4,chr2,2151
TACR1,chr2,5308
MIR5000,chr2,103
AC007681.1,chr2,3438
GAPDHP57,chr2,585
EVA1A,chr2,2744
AC007099.2,chr2,336
RF01233,chr2,808
AC007099.1,chr2,1185
AC005034.1,chr2,489
MRPL19,chr2,4601
SUPT4H1P1,chr2,340
GCFC2,chr2,5465
AC005034.3,chr2,1747
AC005034.5,chr2,466
AC005034.2,chr2,414
AC005034.4,chr2,899
SUCLA2P2,chr2,1309
AC073091.1,chr2,864
AC073091.2,chr2,907
RN7SKP203,chr2,332
RN7SKP164,chr2,266
LRRTM4,chr2,5410
RNA5SP98,chr2,137
AC079117.1,chr2,1000
AC084149.1,chr2,284
AC084149.2,chr2,797
AC105399.1,chr2,418
LINC01851,chr2,637
AC012494.1,chr2,1103
CYCSP6,chr2,302
AC064872.1,chr2,1072
AC092660.1,chr2,371
RNU6-827P,chr2,106
RNU6-812P,chr2,107
REG3G,chr2,1845
REG1B,chr2,2384
REG1A,chr2,1725
REG1CP,chr2,2586
REG3A,chr2,1583
AC011754.1,chr2,491
CTNNA2,chr2,7535
AC010975.1,chr2,669
AC010975.3,chr2,978
AC010975.2,chr2,588
RNU6-561P,chr2,102
MIR4264,chr2,66
MIR8080,chr2,89
AC016716.2,chr2,486
AC016716.1,chr2,708
LRRTM1,chr2,5044
AC008067.1,chr2,3357
AC012355.1,chr2,769
AC105342.1,chr2,6848
AC012075.1,chr2,580
LINC01815,chr2,1422
RNA5SP99,chr2,114
AC013262.1,chr2,252
RN7SL201P,chr2,296
AC079896.1,chr2,488
LYARP1,chr2,1501
RNU6-685P,chr2,95
AC010105.1,chr2,385
AC109638.1,chr2,326
MTND4P25,chr2,533
MTND5P27,chr2,1720
MTND6P7,chr2,524
MTCYBP7,chr2,1134
DHFRP3,chr2,559
AC138623.1,chr2,216
LINC01809,chr2,303
RPL37P10,chr2,288
RNU6-1312P,chr2,108
AC016908.1,chr2,1219
ST6GALNAC2P1,chr2,836
FUNDC2P2,chr2,1223
AC106874.1,chr2,646
SUCLG1,chr2,4286
DNAH6,chr2,13514
DUXAP1,chr2,463
LDHAP7,chr2,965
TRABD2A,chr2,8771
AC010087.1,chr2,438
RPL12P18,chr2,325
TMSB10,chr2,496
AC022210.1,chr2,793
KCMF1,chr2,7968
LINC01964,chr2,3137
AC078974.1,chr2,223
LSM3P3,chr2,306
TCF7L1,chr2,4414
TCF7L1-IT1,chr2,458
RNU6-674P,chr2,107
AC093162.1,chr2,124
AC093162.2,chr2,704
TGOLN2,chr2,7081
PEBP1P2,chr2,558
RETSAT,chr2,4005
ELMOD3,chr2,7259
AC062037.1,chr2,128
RN7SL113P,chr2,299
AC062037.2,chr2,73
CAPG,chr2,2607
SH2D6,chr2,3858
RN7SL251P,chr2,297
RPSAP22,chr2,851
MAT2A,chr2,4487
GGCX,chr2,9098
VAMP8,chr2,990
RN7SL126P,chr2,299
VAMP5,chr2,819
RNF181,chr2,1220
TMEM150A,chr2,3094
USP39,chr2,3952
C2orf68,chr2,4413
SFTPB,chr2,4110
GNLY,chr2,3051
AC012454.1,chr2,995
RNU1-38P,chr2,144
ATOH8,chr2,6076
MIR6071,chr2,78
AC105053.1,chr2,1711
RN7SKP83,chr2,178
ST3GAL5,chr2,16318
ST3GAL5-AS1,chr2,783
AC012511.1,chr2,449
POLR1A,chr2,13519
PTCD3,chr2,10164
SNORD94,chr2,137
IMMT,chr2,3986
MIR4779,chr2,83
AC009309.1,chr2,460
MRPL35,chr2,3829
REEP1,chr2,5846
RF00413,chr2,373
KDM3A,chr2,13423
CHMP3,chr2,7018
RNF103-CHMP3,chr2,1503
RNU6-640P,chr2,105
AC015971.1,chr2,2860
RNF103,chr2,7599
RMND5A,chr2,6804
CD8A,chr2,3634
CD8B,chr2,1864
ANAPC1P1,chr2,2553
AC111200.1,chr2,657
RGPD1,chr2,7166
AC111200.2,chr2,505
NDUFB4P5,chr2,361
PLGLB1,chr2,3220
AC125232.2,chr2,2217
AC125232.1,chr2,1331
AC092651.2,chr2,285
AC092651.1,chr2,312
AC083899.1,chr2,3795
MIR4771-1,chr2,74
AC083899.2,chr2,1376
LINC01955,chr2,792
AC083899.3,chr2,594
IGKV3OR2-268,chr2,350
AC068279.1,chr2,888
LINC01943,chr2,1475
CYTOR,chr2,17693
AC133644.3,chr2,3849
AC133644.2,chr2,540
AC133644.1,chr2,937
MIR4435-1,chr2,80
AC133965.1,chr2,354
AC093616.1,chr2,2070
PLGLB2,chr2,2254
RGPD2,chr2,7023
MTATP8P2,chr2,202
NDUFB4P7,chr2,363
AC108479.1,chr2,427
AC108479.2,chr2,601
RNU2-63P,chr2,194
KRCC1,chr2,1753
SMYD1,chr2,4600
MIR4780,chr2,81
FABP1,chr2,2470
THNSL2,chr2,6431
MRPL45P1,chr2,914
RNU6-1168P,chr2,104
RNU6-1007P,chr2,107
AC012671.1,chr2,203
FOXI3,chr2,2804
TEX37,chr2,795
AC104134.1,chr2,1747
EIF2AK3,chr2,5434
AC062029.1,chr2,4283
RPIA,chr2,1848
ANKRD36BP2,chr2,8042
AC244205.2,chr2,1021
AC244205.1,chr2,705
MIR4436A,chr2,85
IGKC,chr2,523
IGKJ5,chr2,38
IGKJ4,chr2,37
IGKJ3,chr2,38
IGKJ2,chr2,39
IGKJ1,chr2,38
IGKV4-1,chr2,538
IGKV5-2,chr2,408
IGKV7-3,chr2,298
PGBD4P5,chr2,426
IGKV2-4,chr2,340
IGKV1-5,chr2,532
IGKV1-6,chr2,380
IGKV3-7,chr2,445
IGKV1-8,chr2,398
IGKV1-9,chr2,409
IGKV2-10,chr2,351
IGKV3-11,chr2,392
IGKV1-12,chr2,398
IGKV1-13,chr2,347
IGKV2-14,chr2,347
IGKV3-15,chr2,442
IGKV1-16,chr2,378
IGKV1-17,chr2,378
IGKV2-18,chr2,343
IGKV2-19,chr2,283
IGKV3-20,chr2,400
IGKV6-21,chr2,406
IGKV1-22,chr2,326
IGKV2-23,chr2,323
IGKV2-24,chr2,390
IGKV3-25,chr2,253
IGKV2-26,chr2,343
AC244255.1,chr2,398
IGKV1-27,chr2,382
IGKV2-28,chr2,390
IGKV2-29,chr2,372
IGKV2-30,chr2,390
IGKV3-31,chr2,329
IGKV1-32,chr2,311
IGKV1-33,chr2,421
IGKV3-34,chr2,293
IGKV1-35,chr2,285
IGKV2-36,chr2,223
IGKV1-37,chr2,398
IGKV2-38,chr2,247
IGKV1-39,chr2,398
IGKV2-40,chr2,320
AC006453.4,chr2,1252
AC006453.2,chr2,2414
RF00001,chr2,303
AC006453.1,chr2,1257
AC006453.3,chr2,377
AC006453.5,chr2,619
IGKV2D-40,chr2,336
IGKV1D-39,chr2,376
IGKV2D-38,chr2,240
IGKV1D-37,chr2,353
IGKV2D-36,chr2,226
IGKV1D-35,chr2,271
IGKV3D-34,chr2,302
IGKV1D-33,chr2,479
IGKV1D-32,chr2,318
IGKV3D-31,chr2,281
IGKV2D-30,chr2,395
IGKV2D-29,chr2,400
IGKV2D-28,chr2,402
IGKV1D-27,chr2,335
IGKV2D-26,chr2,390
IGKV3D-25,chr2,235
IGKV2D-24,chr2,390
IGKV2D-23,chr2,286
IGKV1D-22,chr2,324
IGKV6D-21,chr2,409
IGKV3D-20,chr2,445
IGKV2D-19,chr2,262
IGKV2D-18,chr2,375
IGKV6D-41,chr2,371
IGKV1D-17,chr2,532
IGKV1D-16,chr2,378
IGKV3D-15,chr2,396
IGKV2D-14,chr2,355
IGKV1D-13,chr2,376
IGKV1D-12,chr2,371
IGKV3D-11,chr2,444
IGKV2D-10,chr2,281
IGKV1D-42,chr2,373
IGKV1D-43,chr2,532
IGKV1D-8,chr2,534
IGKV3D-7,chr2,384
AC233263.2,chr2,104
IGKV1OR2-118,chr2,347
AC233263.1,chr2,224
AC233263.6,chr2,1963
AC233266.1,chr2,96
AC233266.2,chr2,528
AC116050.1,chr2,1779
LSP1P4,chr2,3057
RNA5SP100,chr2,110
DRD5P1,chr2,1438
AC027612.2,chr2,1532
AC027612.4,chr2,583
AC027612.1,chr2,2395
AC027612.3,chr2,1047
GGT8P,chr2,532
IGKV1OR2-1,chr2,354
ABCD1P5,chr2,754
AC127391.1,chr2,98
PABPC1P6,chr2,1829
SLC9B1P2,chr2,1184
ACTR3BP2,chr2,1373
CHEK2P3,chr2,248
AC128677.1,chr2,442
IGKV1OR2-2,chr2,355
AL845331.3,chr2,2028
AL845331.2,chr2,1044
CNN2P11,chr2,262
AL845331.1,chr2,1190
CNN2P8,chr2,913
AC073464.2,chr2,712
CYP4F32P,chr2,504
AC073464.1,chr2,343
SNX18P14,chr2,574
ANKRD20A8P,chr2,8020
RNU6-1320P,chr2,107
AC097374.2,chr2,1306
AC097374.1,chr2,7136
TEKT4,chr2,2218
MTCO1P48,chr2,1096
MTCO3P45,chr2,613
RPS24P6,chr2,400
AC103563.3,chr2,354
AC103563.4,chr2,368
AC103563.5,chr2,364
AC103563.1,chr2,123
AC103563.6,chr2,295
AC103563.8,chr2,318
RN7SL575P,chr2,299
AC103563.7,chr2,478
MAL,chr2,1457
AC103563.2,chr2,597
MRPS5,chr2,6719
ZNF514,chr2,6813
ZNF2,chr2,3996
SLC2AXP1,chr2,909
AC092835.1,chr2,2304
PROM2,chr2,6063
KCNIP3,chr2,7870
FABP7P2,chr2,379
FAHD2A,chr2,5665
AC009238.3,chr2,217
AC009238.2,chr2,355
AC009238.1,chr2,424
UBTFL5,chr2,1191
AC133104.2,chr2,193
AC133104.1,chr2,218
TRIM43B,chr2,1668
AC009237.11,chr2,265
AC009237.1,chr2,744
AC009237.10,chr2,510
AC009237.2,chr2,284
TRIM64FP,chr2,1371
AC009237.14,chr2,1594
AC009237.3,chr2,4978
AC009237.8,chr2,379
AC009237.15,chr2,501
AC009237.5,chr2,501
OR7E102P,chr2,1015
TRIM51JP,chr2,1317
AC009237.16,chr2,506
AC009237.4,chr2,238
TRIM43,chr2,1682
AC009237.7,chr2,229
AC009237.13,chr2,276
AC009237.12,chr2,742
UBTFL3,chr2,1024
AC009237.17,chr2,748
AC009237.6,chr2,424
AC009237.9,chr2,347
AC008268.1,chr2,1119
GPAT2P1,chr2,2245
LINC00342,chr2,2618
ANKRD36C,chr2,8574
RN7SL210P,chr2,288
FAHD2CP,chr2,2140
GPAT2,chr2,5684
ADRA2B,chr2,3371
ASTL,chr2,1654
DUSP2,chr2,1932
AC012307.1,chr2,197
STARD7,chr2,4414
STARD7-AS1,chr2,2349
TMEM127,chr2,6367
CIAO1,chr2,4031
SNRNP200,chr2,10926
AC021188.1,chr2,740
ITPRIPL1,chr2,4652
NCAPH,chr2,3278
NEURL3,chr2,2497
AC013270.1,chr2,440
ARID5A,chr2,3565
KANSL3,chr2,9015
FER1L5,chr2,10475
LMAN2L,chr2,2709
CNNM4,chr2,5105
MIR3127,chr2,76
CNNM3-DT,chr2,415
CNNM3,chr2,4416
ANKRD23,chr2,4116
ANKRD39,chr2,5330
SEMA4C,chr2,6157
FAM178B,chr2,3545
RNA5SP101,chr2,108
AC079395.3,chr2,484
AC079395.2,chr2,737
AC079395.1,chr2,262
TRIM43CP,chr2,1028
AC018892.1,chr2,265
AC018892.2,chr2,693
IGKV2OR2-1,chr2,304
IGKV2OR2-2,chr2,300
IGKV1OR2-3,chr2,288
GPAT2P2,chr2,863
FAHD2B,chr2,2662
AC018892.3,chr2,2499
RN7SL313P,chr2,288
ANKRD36,chr2,9479
AC159540.2,chr2,3067
AC159540.1,chr2,555
IGKV1OR2-9,chr2,287
IGKV2OR2-10,chr2,311
IGKV2OR2-7D,chr2,304
IGKV3OR2-5,chr2,281
IGKV1OR2-6,chr2,277
IGKV2OR2-7,chr2,304
IGKV2OR2-8,chr2,300
IGKV1OR2-11,chr2,287
AC092683.1,chr2,5278
AC092683.2,chr2,1295
ANKRD36B,chr2,6771
AC017099.1,chr2,1028
UBTFL6,chr2,1024
COX5B,chr2,1441
ACTR1B,chr2,2892
C2orf92,chr2,6501
RNU4-8P,chr2,141
ZAP70,chr2,5111
TMEM131,chr2,12985
HMGN1P36,chr2,298
RNU7-96P,chr2,64
VWA3B,chr2,8307
ATP5F1BP1,chr2,1574
AC092675.1,chr2,1164
CNGA3,chr2,4378
AC092675.2,chr2,541
INPP4A,chr2,13187
COA5,chr2,2760
UNC50,chr2,2230
MGAT4A,chr2,9630
YWHAQP5,chr2,1382
AC109826.1,chr2,2101
RNU4-84P,chr2,139
KIAA1211L,chr2,4705
RNU7-46P,chr2,62
TSGA10,chr2,7375
AC019097.1,chr2,735
C2orf15,chr2,2098
AC079447.1,chr2,1993
LIPT1,chr2,2279
AC092587.1,chr2,669
MITD1,chr2,4305
MRPL30,chr2,2898
LYG2,chr2,1206
LYG1,chr2,1093
TXNDC9,chr2,2816
EIF5B,chr2,7883
REV1,chr2,7769
AC018690.1,chr2,626
AFF3,chr2,12737
AC092667.1,chr2,2586
LINC01104,chr2,3370
LONRF2,chr2,13933
AC012493.2,chr2,291
AC012493.3,chr2,112
CHST10,chr2,4487
AC012493.1,chr2,760
NMS,chr2,485
AC068538.1,chr2,336
PDCL3,chr2,1831
HMGN2P22,chr2,175
LINC01849,chr2,654
NANOGNBP1,chr2,480
LINC01868,chr2,562
AC092168.1,chr2,236
NPAS2,chr2,12491
AC092168.2,chr2,717
AC016738.2,chr2,939
AC016738.1,chr2,3485
RPL31,chr2,5791
TBC1D8,chr2,6030
BBIP1P1,chr2,279
TBC1D8-AS1,chr2,2478
CNOT11,chr2,2786
RNF149,chr2,4836
SNORD89,chr2,114
MIR5696,chr2,85
CREG2,chr2,7150
AC092570.1,chr2,469
RFX8,chr2,2854
LINC01870,chr2,390
AC092570.3,chr2,693
AC092570.2,chr2,1143
MAP4K4,chr2,11961
LINC01127,chr2,3841
IL1R2,chr2,3073
IL1R1,chr2,7083
IL1R1-AS1,chr2,382
IL1RL2,chr2,2644
FAM183DP,chr2,399
IL1RL1,chr2,5746
IL18R1,chr2,4353
SDR42E1P5,chr2,866
IL18RAP,chr2,2966
MIR4772,chr2,78
AC007278.2,chr2,1200
AC007278.1,chr2,1327
SLC9A4,chr2,4478
SLC9A2,chr2,5984
MFSD9,chr2,4367
TMEM182,chr2,6071
LINC01796,chr2,709
LINC01935,chr2,437
AC108051.1,chr2,549
AC073987.1,chr2,638
AC010881.1,chr2,235
AC092568.1,chr2,1284
AC018880.1,chr2,1319
AC018880.2,chr2,201
AC013727.1,chr2,1221
AC013727.2,chr2,545
LINC01965,chr2,2479
RF02091,chr2,391
AC096554.1,chr2,529
AHCYP3,chr2,1279
AC068535.1,chr2,471
LINC01831,chr2,493
LINC01102,chr2,5098
LINC01103,chr2,1457
AC013402.2,chr2,437
AC013402.3,chr2,451
AC013402.1,chr2,561
RPL23AP27,chr2,451
AC068057.1,chr2,709
AC068057.2,chr2,895
LINC01114,chr2,3751
HMGB3P11,chr2,604
PANTR1,chr2,844
AC018730.2,chr2,443
POU3F3,chr2,3064
AC018730.1,chr2,327
LINC01159,chr2,3351
AC010884.1,chr2,642
MRPS9,chr2,1915
UTAT33,chr2,609
LINC01918,chr2,1009
GPR45,chr2,1307
AC012360.2,chr2,391
TGFBRAP1,chr2,6005
AC012360.1,chr2,674
AC012360.3,chr2,3449
C2orf49,chr2,4768
FHL2,chr2,6626
AC108058.1,chr2,2609
NCK2,chr2,2990
AC010978.1,chr2,2166
AC009505.1,chr2,491
C2orf40,chr2,1741
UXS1,chr2,7023
AC018878.1,chr2,433
AC092106.2,chr2,722
RPL22P10,chr2,373
AC092106.1,chr2,487
AC114755.3,chr2,251
AC114755.4,chr2,443
AC114755.1,chr2,868
AC114755.2,chr2,361
AC114755.5,chr2,831
PLGLA,chr2,991
RGPD3,chr2,5818
AC097527.1,chr2,530
CD8B2,chr2,5140
AC108868.2,chr2,1135
AC108868.1,chr2,554
EEF1A1P12,chr2,1346
ST6GAL2,chr2,7708
ST6GAL2-IT1,chr2,388
AC016994.1,chr2,552
PPP1R2P5,chr2,603
AC005040.1,chr2,482
LINC01789,chr2,1196
AC096669.1,chr2,1305
LINC01885,chr2,609
LINC01886,chr2,1612
GACAT1,chr2,811
RGPD4-AS1,chr2,2500
RGPD4,chr2,5464
AC009963.2,chr2,138
AC009963.1,chr2,157
RPL22P8,chr2,339
AC009963.3,chr2,486
SLC5A7,chr2,5168
LINC01593,chr2,388
ACTP1,chr2,383
LINC01594,chr2,611
SETD6P1,chr2,317
SULT1C3,chr2,915
WASF1P1,chr2,1131
SULT1C2,chr2,8399
SULT1C2P2,chr2,294
SULT1C2P1,chr2,2004
GMCL1P2,chr2,823
SULT1C4,chr2,2898
SMIM12P1,chr2,274
GCC2,chr2,13282
GCC2-AS1,chr2,799
LIMS1,chr2,7771
LIMS1-AS1,chr2,477
AC010095.1,chr2,144
RPL10P5,chr2,639
RANBP2,chr2,12302
CCDC138,chr2,5796
AC073415.1,chr2,153
EDAR,chr2,4426
SH3RF3-AS1,chr2,1604
SH3RF3,chr2,5803
MIR4265,chr2,99
SNRPGP9,chr2,225
MIR4266,chr2,55
SEPT10,chr2,4131
AC011753.4,chr2,311
AC011753.2,chr2,610
SOWAHC,chr2,4657
AC011753.1,chr2,220
BMS1P19,chr2,393
AC011753.3,chr2,406
RPL22P11,chr2,385
AC074387.1,chr2,823
RGPD5,chr2,14175
LIMS3,chr2,2773
LIMS3-LOC440895,chr2,4426
AC013268.1,chr2,3900
AC013268.5,chr2,1959
GPAA1P1,chr2,931
ZBTB45P1,chr2,1456
LINC01123,chr2,3295
AC013268.3,chr2,2324
AC013268.2,chr2,337
AC013268.4,chr2,3634
MIR4267,chr2,82
MALL,chr2,3167
MIR4436B1,chr2,91
NPHP1,chr2,11763
AC140479.3,chr2,1126
MTLN,chr2,2051
AC140479.4,chr2,1946
AC140479.5,chr2,932
AC140479.6,chr2,357
MIR4436B2,chr2,91
AC140479.7,chr2,3972
AC140479.1,chr2,337
AC140479.2,chr2,3130
LINC01106,chr2,2774
ZBTB45P2,chr2,1531
GPAA1P2,chr2,1787
AC112229.4,chr2,1528
AC112229.1,chr2,3772
AC112229.3,chr2,3202
LIMS4,chr2,2553
AC112229.2,chr2,476
AC108938.1,chr2,136
RGPD6,chr2,13309
AC226101.1,chr2,747
RPL22P12,chr2,387
BUB1,chr2,6032
AC114776.1,chr2,4395
ACOXL,chr2,5747
RPL5P9,chr2,886
MIR4435-2HG,chr2,13094
ACOXL-AS1,chr2,3432
BCL2L11,chr2,6658
AC108463.2,chr2,412
AC108463.1,chr2,347
AC108463.3,chr2,1482
AC068491.2,chr2,617
AC068491.3,chr2,606
RPS14P4,chr2,418
MIR4435-2,chr2,74
AC068491.4,chr2,3380
AC068491.1,chr2,1241
AC017002.6,chr2,1304
AC017002.5,chr2,871
AC017002.3,chr2,889
AC017002.1,chr2,881
AC017002.4,chr2,1525
AC017002.2,chr2,792
ANAPC1,chr2,13987
AC093166.4,chr2,318
AC093166.1,chr2,330
AC093166.2,chr2,1017
MIR4771-2,chr2,74
AC093166.3,chr2,303
EEF1E1P1,chr2,430
MERTK,chr2,4700
RN7SL297P,chr2,293
AC104651.1,chr2,735
AC104651.2,chr2,528
TMEM87B,chr2,5367
FBLN7,chr2,6578
AC092645.1,chr2,2272
ZC3H8,chr2,6600
ZC3H6,chr2,11803
NDUFB4P6,chr2,366
AC115115.1,chr2,248
RGPD8,chr2,6886
AC012442.3,chr2,940
TTL,chr2,15732
POLR1B,chr2,6329
CHCHD5,chr2,3759
AC012442.2,chr2,425
AC012442.1,chr2,529
AC079922.1,chr2,359
FLJ42351,chr2,2022
SLC20A1,chr2,5577
NT5DC4,chr2,4225
CKAP2L,chr2,5219
IL1A,chr2,2124
IL1B,chr2,3096
AC079753.1,chr2,3868
XIAPP3,chr2,795
IL37,chr2,839
CDK8P2,chr2,547
IL36G,chr2,1380
HMGN2P23,chr2,269
AC016724.1,chr2,421
IL36A,chr2,888
IL36B,chr2,1869
IL36RN,chr2,3299
IL1F10,chr2,1597
RNU6-1180P,chr2,107
IL1RN,chr2,3256
PSD4,chr2,13442
AC016683.1,chr2,1074
PAX8-AS1,chr2,17274
PAX8,chr2,7400
IGKV1OR2-108,chr2,353
AC016745.1,chr2,508
AC016745.2,chr2,3443
CBWD2,chr2,8396
FOXD4L1,chr2,2491
LINC01961,chr2,745
PGM5P4-AS1,chr2,1435
PGM5P4,chr2,445
FAM138B,chr2,1232
MIR1302-3,chr2,138
WASH2P,chr2,2958
DDX11L2,chr2,1398
AL078621.3,chr2,2042
RPL23AP7,chr2,2128
RABL2A,chr2,6008
AL078621.1,chr2,768
AL078621.2,chr2,698
AC017074.2,chr2,607
AC017074.1,chr2,561
RNU6-744P,chr2,107
SLC35F5,chr2,7445
MIR4782,chr2,79
AC104653.2,chr2,416
AC104653.1,chr2,671
AC110769.2,chr2,1548
